TCRD ID	TDL	IDG_Family	IDG_Family_Extended	Name	UniProt
15134	Tbio	Transporter	SLC39A_transporter	S39A7_HUMAN	Q92504
15135	Tdark	Transporter	SLC45A_transporter	S45A4_HUMAN	Q5BKX6
15136	Tbio	Transporter	SLC4A_transporter	S4A10_HUMAN	Q6U841
15137	Tbio	Transporter	SLC4A_transporter	S4A4_HUMAN	Q9Y6R1
15138	Tbio	Transporter	SLC4A_transporter	S4A5_HUMAN	Q9BY07
15139	Tbio	Transporter	SLC4A_transporter	S4A7_HUMAN	Q9Y6M7
15140	Tclin	Enzyme	steroid_5-alpha_reductase	S5A1_HUMAN	P18405
15141	Tdark	Transporter	SLC7A_transporter	S7A6O_HUMAN	Q96CW6
15142	Tdark	Enzyme		SAHH3_HUMAN	Q96HN2
15143	Tchem	Enzyme		SAHH_HUMAN	P23526
15144	Tbio	TF	TF	SALL2_HUMAN	Q9Y467
15145	Tdark			SAM11_HUMAN	Q96NU1
15146	Tdark			SAMD3_HUMAN	Q8N6K7
15147	Tbio			SAMN1_HUMAN	Q9NSI8
15148	Tbio	Enzyme	small GTPase	SAR1B_HUMAN	Q9Y6B6
15149	Tbio			SARNP_HUMAN	P82979
15150	Tbio			SAS10_HUMAN	Q9NQZ2
15151	Tbio	TF	TF	SATB1_HUMAN	Q01826
15152	Tbio	Transporter	SLC1A_transporter	SATT_HUMAN	P43007
15153	Tbio	Enzyme	peptidase	SC11A_HUMAN	P67812
15154	Tdark			SC24B_HUMAN	O95487
15155	Tclin	Transporter	SLC5A_transporter	SC5A2_HUMAN	P31639
15156	Tchem	Transporter	SLC5A_transporter	SC5A4_HUMAN	Q9NY91
15157	Tdark			SC61G_HUMAN	P60059
15158	Tbio	Transporter	SLC6A_transporter	SC6A6_HUMAN	P31641
15159	Tchem	Transporter	SLC6A_transporter	SC6A9_HUMAN	P48067
15160	Tdark			SCIMP_HUMAN	Q6UWF3
15161	Tdark			SCLT1_HUMAN	Q96NL6
15162	Tclin	IC	IC	SCN5A_HUMAN	Q14524
15163	Tclin	IC	IC	SCNAA_HUMAN	Q9Y5Y9
15164	Tdark			RSPRY_HUMAN	Q96DX4
15165	Tdark			RSRP1_HUMAN	Q9BUV0
15166	Tdark		ribosomal_protein	RT14_HUMAN	O60783
15167	Tdark		ribosomal_protein	RT18A_HUMAN	Q9NVS2
15168	Tdark			RT27_HUMAN	Q92552
15169	Tbio			RT29_HUMAN	P51398
15170	Tbio			RTKN2_HUMAN	Q8IZC4
15171	Tbio			RTN3_HUMAN	O95197
15172	Tbio			RTN4_HUMAN	Q9NQC3
15173	Tdark			RUN3A_HUMAN	Q59EK9
15174	Tdark	Enzyme		RUSD2_HUMAN	Q8IZ73
15175	Tbio	GPCR	GPCR	RXFP2_HUMAN	Q8WXD0
15176	Tbio	Kinase	Kinase	RYK_HUMAN	P34925
15177	Tbio			S100P_HUMAN	P25815
15178	Tbio			S10A1_HUMAN	P23297
15179	Tbio			S10A5_HUMAN	P33763
15180	Tbio	Transporter	SLC20A_transporter	S20A1_HUMAN	Q8WUM9
15181	Tdark	Transporter	SLC22A_transporter	S22AE_HUMAN	Q9Y267
15182	Tdark	Transporter	SLC22A_transporter	S22AO_HUMAN	Q8N4F4
15183	Tbio	Transporter	SLC23A_transporter	S23A2_HUMAN	Q9UGH3
15184	Tdark	Transporter	SLC25A_transporter	S2540_HUMAN	Q8TBP6
15185	Tdark	Transporter	SLC25A_transporter	S2545_HUMAN	Q8N413
15186	Tchem	Transporter	SLC27A_transporter	S27A1_HUMAN	Q6PCB7
15187	Tbio	Transporter	SLC27A_transporter	S27A5_HUMAN	Q9Y2P5
15188	Tclin	Transporter	SLC29A_transporter	S29A1_HUMAN	Q99808
15189	Tbio			S30BP_HUMAN	Q9UHR5
15190	Tbio	Transporter	SLC35_transporter	S35B3_HUMAN	Q9H1N7
15191	Tdark	Transporter	SLC38A_transporter	S38A8_HUMAN	A6NNN8
15192	Tbio	Transporter	SLC39A_transporter	S39A2_HUMAN	Q9NP94
15193	Tbio	Transporter	SLC39A_transporter	S39A6_HUMAN	Q13433
15194	Tbio	Transporter	SLC39A_transporter	S39AD_HUMAN	Q96H72
15195	Tbio	Transporter	SLC52A_transporter	S52A3_HUMAN	Q9NQ40
15196	Tclin	Enzyme	steroid_5-alpha_reductase	S5A2_HUMAN	P31213
15197	Tbio	Transporter	SLC6A_transporter	S6A11_HUMAN	P48066
15198	Tchem	Transporter	SLC6A_transporter	S6A12_HUMAN	P48065
15199	Tbio	Transporter	SLC6A_transporter	S6A13_HUMAN	Q9NSD5
15200	Tbio	Transporter	SLC6A_transporter	S6A19_HUMAN	Q695T7
15201	Tdark			S6OS1_HUMAN	Q8N1H7
15202	Tbio			SAM9L_HUMAN	Q8IVG5
15203	Tdark	Enzyme		SAP25_HUMAN	Q8TEE9
15204	Tdark			SASH3_HUMAN	O75995
15205	Tbio	TF	TF	SATB2_HUMAN	Q9UPW6
15206	Tdark	Kinase	Kinase	SBK2_HUMAN	P0C263
15207	Tbio			SC24D_HUMAN	O94855
15208	Tdark			SC31B_HUMAN	Q9NQW1
15209	Tchem	Transporter	SLC5A_transporter	SC5A1_HUMAN	P13866
15210	Tbio	Transporter	SLC5A_transporter	SC5A6_HUMAN	Q9Y289
15211	Tbio			SC65_HUMAN	Q92791
15212	Tclin	Transporter	SLC6A_transporter	SC6A1_HUMAN	P30531
15213	Tbio	Transporter	SLC6A_transporter	SC6A8_HUMAN	P48029
15214	Tdark		RNA_BP	SCAF8_HUMAN	Q9UPN6
15215	Tbio			SCAM2_HUMAN	O15127
15216	Tdark			SCAM4_HUMAN	Q969E2
15217	Tdark			SCAM5_HUMAN	Q8TAC9
15218	Tdark			SCFD2_HUMAN	Q8WU76
15219	Tbio	Enzyme		SCLY_HUMAN	Q96I15
15220	Tclin	IC	IC	SCN2A_HUMAN	Q99250
15221	Tbio	Enzyme		SCPDL_HUMAN	Q8NBX0
15222	Tchem			SCRB1_HUMAN	Q8WTV0
15223	Tbio			SCUB3_HUMAN	Q8IX30
15224	Tbio	Kinase	Kinase	SCYL2_HUMAN	Q6P3W7
15225	Tbio			SDCG3_HUMAN	Q96C92
15226	Tdark			RT05_HUMAN	P82675
15227	Tdark		ribosomal_protein	RT15_HUMAN	P82914
15228	Tbio		ribosomal_protein	RT16_HUMAN	Q9Y3D3
15229	Tdark		ribosomal_protein	RT21_HUMAN	P82921
15230	Tdark			RT23_HUMAN	Q9Y3D9
15231	Tbio		ribosomal_protein	RT30_HUMAN	Q9NP92
15232	Tdark			RT33_HUMAN	Q9Y291
15233	Tdark			RT35_HUMAN	P82673
15234	Tbio			RTKN_HUMAN	Q9BST9
15235	Tbio			RU1C_HUMAN	P09234
15236	Tdark			RUAS1_HUMAN	Q66K80
15237	Tdark		snRNP_family.	RUXG_HUMAN	P62308
15238	Tclin	NR	NR	RXRA_HUMAN	P19793
15239	Tclin	IC	IC	RYR2_HUMAN	Q92736
15240	Tbio			S10A4_HUMAN	P26447
15241	Tbio			S10A6_HUMAN	P06703
15242	Tbio			S10A9_HUMAN	P06702
15243	Tbio			S10AE_HUMAN	Q9HCY8
15244	Tdark			S14L6_HUMAN	B5MCN3
15245	Tdark	Transporter	SLC15A_transporter	S15A3_HUMAN	Q8IY34
15246	Tbio	Transporter	SLC15A_transporter	S15A4_HUMAN	Q8N697
15247	Tclin	GPCR	GPCR	S1PR5_HUMAN	Q9H228
15248	Tdark	Transporter	SLC22A_transporter	S22AP_HUMAN	Q6T423
15249	Tbio			S23IP_HUMAN	Q9Y6Y8
15250	Tbio	Transporter	SLC25A_transporter	S2536_HUMAN	Q96CQ1
15251	Tdark	Transporter	SLC25A_transporter	S2548_HUMAN	Q6ZT89
15252	Tbio	IC	IC	S26A1_HUMAN	Q9H2B4
15253	Tbio	Transporter	SLC2A_transporter	S2A4R_HUMAN	Q9NR83
15254	Tdark		SPATA_family	S31B1_HUMAN	Q5VZV4
15255	Tdark		SPATA_family	S31D4_HUMAN	Q6ZUB0
15256	Tdark		SPATA_family	S31E1_HUMAN	Q6ZUB1
15257	Tbio	Transporter	SLC35A_transporter	S35A3_HUMAN	Q9Y2D2
15258	Tdark	Transporter	SLC35_transporter	S35C2_HUMAN	Q9NQQ7
15259	Tdark	Transporter	SLC35_transporter	S35E3_HUMAN	Q7Z769
15260	Tbio	Transporter	SLC35_transporter	S35G1_HUMAN	Q2M3R5
15261	Tbio	Transporter	SLC38A_transporter	S38A3_HUMAN	Q99624
15262	Tbio	Transporter	SLC39A_transporter	S39A8_HUMAN	Q9C0K1
15263	Tbio			S61A1_HUMAN	P61619
15264	Tbio	Transporter	SLC6A_transporter	S6A20_HUMAN	Q9NP91
15265	Tdark	Transporter	SLC7A_transporter	S7A13_HUMAN	Q8TCU3
15266	Tbio			SAA1_HUMAN	P0DJI8
15267	Tbio	Enzyme	phosphatase	SAC1_HUMAN	Q9NTJ5
15268	Tdark			SACA4_HUMAN	Q8TDM5
15269	Tbio			SAFB2_HUMAN	Q14151
15270	Tdark			SAGE1_HUMAN	Q9NXZ1
15271	Tdark			SAM12_HUMAN	Q8N8I0
15272	Tdark			SAM15_HUMAN	Q9P1V8
15273	Tdark			SAMD7_HUMAN	Q7Z3H4
15274	Tbio	Enzyme		SAMD8_HUMAN	Q96LT4
15275	Tbio	Enzyme		SAMH1_HUMAN	Q9Y3Z3
15276	Tbio	Enzyme		SARDH_HUMAN	Q9UL12
15277	Tbio			SARM1_HUMAN	Q6SZW1
15278	Tdark	Enzyme	thioesterase	SAST_HUMAN	Q9NV23
15279	Tdark			SAXO2_HUMAN	Q658L1
15280	Tbio			SBDS_HUMAN	Q9Y3A5
15281	Tdark	Kinase	Kinase	SBK3_HUMAN	P0C264
15282	Tdark			SC22A_HUMAN	Q96IW7
15283	Tclin	Transporter	SLC6A_transporter	SC6A2_HUMAN	P23975
15284	Tchem	Transporter	SLC6A_transporter	SC6A5_HUMAN	Q9Y345
15285	Tdark			SCAFB_HUMAN	Q99590
15286	Tbio			SCG1_HUMAN	P05060
15287	Tdark	Epigenetic		SCMH1_HUMAN	Q96GD3
15288	Tbio	Epigenetic		SCML2_HUMAN	Q9UQR0
15289	Tclin	IC	IC	SCN1A_HUMAN	P35498
15290	Tclin	IC	IC	SCNNG_HUMAN	P51170
15291	Tbio			SCO1_HUMAN	O75880
15292	Tdark	Enzyme	peptidase	SCRN3_HUMAN	Q0VDG4
15293	Tdark	TF	TF	SCRT2_HUMAN	Q9NQ03
15294	Tbio	TF	TF	SCX_HUMAN	Q7RTU7
15295	Tbio			SDCG8_HUMAN	Q86SQ7
15296	Tbio			SDF2_HUMAN	Q99470
15297	Tbio	Enzyme		SDHF1_HUMAN	A6NFY7
15298	Tdark			SE1L2_HUMAN	Q5TEA6
15299	Tbio			SE6L2_HUMAN	Q6UXD5
15300	Tdark	TF	TF	SEBOX_HUMAN	Q9HB31
15301	Tbio			RUSC2_HUMAN	Q8N2Y8
15302	Tdark	Enzyme		RUSD3_HUMAN	Q6P087
15303	Tbio		snRNP_family.	RUXE_HUMAN	P62304
15304	Tdark		snRNP_family.	RUXF_HUMAN	P62306
15305	Tdark			RWDD1_HUMAN	Q9H446
15306	Tdark			RWDD4_HUMAN	Q6NW29
15307	Tclin	IC	IC	RYR3_HUMAN	Q15413
15308	Tdark	Transporter	SLC12A_transporter	S12A9_HUMAN	Q9BXP2
15309	Tbio	Transporter	SLC13A_transporter	S13A4_HUMAN	Q9UKG4
15310	Tdark			S14L1_HUMAN	Q92503
15311	Tbio			S14L3_HUMAN	Q9UDX4
15312	Tchem	Transporter	SLC15A_transporter	S15A1_HUMAN	P46059
15313	Tbio	Transporter	SLC15A_transporter	S15A2_HUMAN	Q16348
15314	Tbio	Transporter	SLC17A_transporter	S17A5_HUMAN	Q9NRA2
15315	Tdark			S18L2_HUMAN	Q9UHA2
15316	Tdark			S1A7B_HUMAN	Q5SY68
15317	Tbio			S1PBP_HUMAN	Q96BU1
15318	Tclin	GPCR	GPCR	S1PR1_HUMAN	P21453
15319	Tchem	Transporter	SLC22A_transporter	S22A2_HUMAN	O15244
15320	Tclin	Transporter	SLC22A_transporter	S22A6_HUMAN	Q4U2R8
15321	Tbio	Transporter	SLC25A_transporter	S2538_HUMAN	Q96DW6
15322	Tdark	Transporter	SLC25A_transporter	S2551_HUMAN	Q9H1U9
15323	Tdark	Transporter	SLC25A_transporter	S2553_HUMAN	Q5H9E4
15324	Tdark	Transporter	SLC26A_transporter	S2610_HUMAN	Q8NG04
15325	Tbio	Transporter	SLC26A_transporter	S26A3_HUMAN	P40879
15326	Tbio	Transporter	SLC26A_transporter	S26A5_HUMAN	P58743
15327	Tbio	Transporter	SLC26A_transporter	S26A9_HUMAN	Q7LBE3
15328	Tbio	Transporter	SLC27A_transporter	S27A2_HUMAN	O14975
15329	Tdark		SPATA_family	S31A1_HUMAN	Q5TZJ5
15330	Tdark		SPATA_family	S31C2_HUMAN	B4DYI2
15331	Tbio	Transporter	SLC35A_transporter	S35A1_HUMAN	P78382
15332	Tbio	Transporter	SLC35A_transporter	S35A2_HUMAN	P78381
15333	Tdark	Transporter	SLC35A_transporter	S35A5_HUMAN	Q9BS91
15334	Tdark	Transporter	SLC35_transporter	S35G3_HUMAN	Q8N808
15335	Tdark	Transporter	SLC35_transporter	S35G4_HUMAN	P0C7Q5
15336	Tdark	Transporter	SLC35_transporter	S35G6_HUMAN	P0C7Q6
15337	Tbio	Transporter	SLC36A_transporter	S36A1_HUMAN	Q7Z2H8
15338	Tbio	Transporter	SLC36A_transporter	S36A2_HUMAN	Q495M3
15339	Tdark	Transporter	SLC38A_transporter	S38AA_HUMAN	Q9HBR0
15340	Tdark	Transporter	SLC38A_transporter	S38AB_HUMAN	Q08AI6
15341	Tbio	Transporter	SLC39A_transporter	S39A4_HUMAN	Q6P5W5
15342	Tdark	Transporter	SLC38A_transporter	S38A7_HUMAN	Q9NVC3
15343	Tdark	Transporter	SLC39A_transporter	S39AC_HUMAN	Q504Y0
15344	Tbio	Transporter	SLC41A_transporter	S41A1_HUMAN	Q8IVJ1
15345	Tbio	Transporter	SLC6A_transporter	S6A15_HUMAN	Q9H2J7
15346	Tdark	Transporter	SLC7A_transporter	S7A14_HUMAN	Q8TBB6
15347	Tdark			SAC31_HUMAN	A6NKF1
15348	Tbio			SAE1_HUMAN	Q9UBE0
15349	Tbio			SAE2_HUMAN	Q9UBT2
15350	Tbio			SAFB1_HUMAN	Q15424
15351	Tbio	Enzyme		SAHH2_HUMAN	O43865
15352	Tbio	TF	TF	SALL3_HUMAN	Q9BXA9
15353	Tdark			SAM10_HUMAN	Q9BYL1
15354	Tbio	Transporter	SLC25A_transporter	SAMC_HUMAN	Q70HW3
15355	Tbio	Enzyme		SAP30_HUMAN	O75446
15356	Tbio			SAP3_HUMAN	P17900
15357	Tdark			SAPC1_HUMAN	Q5SSQ6
15358	Tbio	Enzyme	small GTPase	SAR1A_HUMAN	Q9NR31
15359	Tbio	Enzyme		SAT1_HUMAN	P21673
15360	Tbio	Enzyme		SAT2_HUMAN	Q96F10
15361	Tbio			SBNO2_HUMAN	Q9Y2G9
15362	Tbio			SBP1_HUMAN	Q13228
15363	Tbio			SC16A_HUMAN	O15027
15364	Tdark			SC22B_HUMAN	O75396
15365	Tbio			SC23A_HUMAN	Q15436
15366	Tdark			SC24A_HUMAN	O95486
15367	Tbio			SC24C_HUMAN	P53992
15368	Tdark	Enzyme		SC5D_HUMAN	O75845
15369	Tbio	Enzyme		SCAPE_HUMAN	Q9BY12
15370	Tbio			SCG2_HUMAN	P13521
15371	Tdark			SCHI1_HUMAN	Q9P0W5
15372	Tbio	Transporter	SLC25A_transporter	SCMC2_HUMAN	Q6KCM7
15373	Tbio	Transporter	SLC25A_transporter	SCMC3_HUMAN	Q9BV35
15374	Tbio	IC	IC	SCN1B_HUMAN	Q07699
15375	Tbio	IC	IC	SCN3B_HUMAN	Q9NY72
15376	Tclin	IC	IC	SCN4A_HUMAN	P35499
15377	Tclin	IC	IC	SCN7A_HUMAN	Q01118
15378	Tclin	IC	IC	SCN8A_HUMAN	Q9UQD0
15379	Tclin	IC	IC	SCN9A_HUMAN	Q15858
15380	Tclin	IC	IC	SCNNA_HUMAN	P37088
15381	Tbio	IC	IC	SCNND_HUMAN	P51172
15382	Tbio			SCOC_HUMAN	Q9UIL1
15383	Tbio			SDC2_HUMAN	P34741
15384	Tbio			SDC4_HUMAN	P31431
15385	Tbio			SDCB1_HUMAN	O00560
15386	Tbio			SDE2_HUMAN	Q6IQ49
15387	Tbio	Enzyme		SDHF3_HUMAN	Q9NRP4
15388	Tbio			SDPR_HUMAN	O95810
15389	Tbio	Enzyme		SDS3_HUMAN	Q9H7L9
15390	Tbio			SE6L1_HUMAN	Q9BYH1
15391	Tdark			SELT_HUMAN	P62341
15392	Tbio			SEM6D_HUMAN	Q8NFY4
15393	Tbio			SEMG1_HUMAN	P04279
15394	Tbio	Enzyme	peptidase	SENP2_HUMAN	Q9HC62
15395	Tbio	GPCR	GPCR	RXFP1_HUMAN	Q9HBX9
15396	Tbio			S10A2_HUMAN	P29034
15397	Tbio			S10AA_HUMAN	P60903
15398	Tbio			S10AB_HUMAN	P31949
15399	Tbio			S10AD_HUMAN	Q99584
15400	Tbio	Transporter	SLC12A_transporter	S12A7_HUMAN	Q9Y666
15401	Tbio	Transporter	SLC12A_transporter	S12A8_HUMAN	A0AV02
15402	Tbio	Transporter	SLC13A_transporter	S13A3_HUMAN	Q8WWT9
15403	Tchem	Transporter	SLC19A_transporter	S19A1_HUMAN	P41440
15404	Tdark			S1A7A_HUMAN	Q86SG5
15405	Tbio	Transporter	SLC20A_transporter	S20A2_HUMAN	Q08357
15406	Tchem	Transporter	SLC22A_transporter	S22A1_HUMAN	O15245
15407	Tchem	Transporter	SLC22A_transporter	S22A3_HUMAN	O75751
15408	Tbio	Transporter	SLC22A_transporter	S22AI_HUMAN	Q96BI1
15409	Tdark	Transporter	SLC22A_transporter	S22AV_HUMAN	A6NKX4
15410	Tbio	Transporter	SLC23A_transporter	S23A1_HUMAN	Q9UHI7
15411	Tdark	Transporter	SLC25A_transporter	S2534_HUMAN	Q6PIV7
15412	Tdark	Transporter	SLC25A_transporter	S2544_HUMAN	Q96H78
15413	Tdark			S29P2_HUMAN	Q8IUI4
15414	Tdark		SPATA_family	S31D3_HUMAN	P0C874
15415	Tdark	Transporter	SLC35_transporter	S352B_HUMAN	P0CK96
15416	Tdark	Transporter	SLC35A_transporter	S35A4_HUMAN	Q96G79
15417	Tdark	Transporter	SLC35_transporter	S35D3_HUMAN	Q5M8T2
15418	Tdark	Transporter	SLC35_transporter	S35E2_HUMAN	P0CK97
15419	Tdark	Transporter	SLC35_transporter	S35F2_HUMAN	Q8IXU6
15420	Tdark	Transporter	SLC35_transporter	S35G2_HUMAN	Q8TBE7
15421	Tdark	Transporter	SLC36A_transporter	S36A3_HUMAN	Q495N2
15422	Tbio	Transporter	SLC38A_transporter	S38A5_HUMAN	Q8WUX1
15423	Tdark	Transporter	SLC38A_transporter	S38A6_HUMAN	Q8IZM9
15424	Tbio	Transporter	SLC39A_transporter	S39A1_HUMAN	Q9NY26
15425	Tbio	Transporter	SLC39A_transporter	S39A3_HUMAN	Q9BRY0
15426	Tbio	Transporter	SLC39A_transporter	S39A9_HUMAN	Q9NUM3
15427	Tbio	Transporter	SLC39A_transporter	S39AA_HUMAN	Q9ULF5
15428	Tchem	Transporter	SLC47A_transporter	S47A2_HUMAN	Q86VL8
15429	Tbio	Transporter	SLC52A_transporter	S52A1_HUMAN	Q9NWF4
15430	Tdark			S61A2_HUMAN	Q9H9S3
15431	Tbio	Transporter	SLC6A_transporter	S6A14_HUMAN	Q9UN76
15432	Tdark	Transporter	SLC6A_transporter	S6A16_HUMAN	Q9GZN6
15433	Tbio			SAA2_HUMAN	P0DJI9
15434	Tbio	Enzyme	phosphatase	SAC2_HUMAN	Q9Y2H2
15435	Tdark			SACA6_HUMAN	W5XKT8
15436	Tbio			SACS_HUMAN	Q9NZJ4
15437	Tbio			SAM50_HUMAN	Q9Y512
15438	Tdark			SAMD1_HUMAN	Q6SPF0
15439	Tbio			SARAF_HUMAN	Q96BY9
15440	Tbio			SARCO_HUMAN	O00631
15441	Tbio		RNA_BP	SART3_HUMAN	Q15020
15442	Tdark	Kinase	Kinase	SBK1_HUMAN	Q52WX2
15443	Tdark			SBSPO_HUMAN	Q8IVN8
15444	Tdark	Enzyme	peptidase	SC11C_HUMAN	Q9BY50
15445	Tdark			SC22C_HUMAN	Q9BRL7
15446	Tbio			SCAP_HUMAN	Q12770
15447	Tbio			SCAR3_HUMAN	Q6AZY7
15448	Tbio	Enzyme		SCOT1_HUMAN	P55809
15449	Tbio			SCRB2_HUMAN	Q14108
15450	Tbio			SDCB2_HUMAN	Q9H190
15451	Tbio			SDIM1_HUMAN	Q6ZPB5
15452	Tbio			SDK1_HUMAN	Q7Z5N4
15453	Tdark			SDK2_HUMAN	Q58EX2
15454	Tdark			SDOS_HUMAN	Q9BRJ7
15455	Tbio	Enzyme		SDSL_HUMAN	Q96GA7
15456	Tdark			SE1L3_HUMAN	Q68CR1
15457	Tdark			SEAS1_HUMAN	Q5TG53
15458	Tbio			SEM3B_HUMAN	Q13214
15459	Tdark			SEM4G_HUMAN	Q9NTN9
15460	Tbio			SEM5B_HUMAN	Q9P283
15461	Tbio			SEM5A_HUMAN	Q13591
15462	Tbio	Enzyme	peptidase	SENP1_HUMAN	Q9P0U3
15463	Tbio	Enzyme	peptidase	SENP5_HUMAN	Q96HI0
15464	Tbio			SEPP1_HUMAN	P49908
15465	Tbio	Enzyme		SERA_HUMAN	O43175
15466	Tbio		TDE1_family	SERC2_HUMAN	Q96SA4
15467	Tbio		TDE1_family	SERC3_HUMAN	Q13530
15468	Tdark	Epigenetic		SETD4_HUMAN	Q9NVD3
15469	Tbio	Epigenetic		SETD6_HUMAN	Q8TBK2
15470	Tbio	Epigenetic		SETMR_HUMAN	Q53H47
15471	Tbio	Enzyme		SETX_HUMAN	Q7Z333
15472	Tdark	Transporter	SLC25A_transporter	S2541_HUMAN	Q8N5S1
15473	Tbio	Transporter	SLC25A_transporter	S2546_HUMAN	Q96AG3
15474	Tchem	Transporter	SLC27A_transporter	S27A4_HUMAN	Q6P1M0
15475	Tdark		SPATA_family	S31A5_HUMAN	Q5VU36
15476	Tdark		SPATA_family	S31C1_HUMAN	P0DKV0
15477	Tdark	Transporter	SLC35_transporter	S35E4_HUMAN	Q6ICL7
15478	Tdark	Transporter	SLC35_transporter	S35F1_HUMAN	Q5T1Q4
15479	Tdark	Transporter	SLC35_transporter	S35F3_HUMAN	Q8IY50
15480	Tbio	Transporter	SLC35_transporter	S35F6_HUMAN	Q8N357
15481	Tbio	Transporter	SLC38A_transporter	S38A4_HUMAN	Q969I6
15482	Tbio	Transporter	SLC39A_transporter	S39AB_HUMAN	Q8N1S5
15483	Tchem	Transporter	SLC40A_transporter	S40A1_HUMAN	Q9NP59
15484	Tdark	Transporter	SLC41A_transporter	S41A3_HUMAN	Q96GZ6
15485	Tdark	Transporter	SLC43A_transporter	S43A3_HUMAN	Q8NBI5
15486	Tbio	Transporter	SLC45A_transporter	S45A3_HUMAN	Q96JT2
15487	Tbio			SAA4_HUMAN	P35542
15488	Tbio	TF	TF	SALL1_HUMAN	Q9NSC2
15489	Tdark			SAMD5_HUMAN	Q5TGI4
15490	Tbio			SAMP_HUMAN	P02743
15491	Tbio	Enzyme		SAP18_HUMAN	O00422
15492	Tdark			SARG_HUMAN	Q9BW04
15493	Tbio			SASH1_HUMAN	O94885
15494	Tdark	Enzyme		SATL1_HUMAN	Q86VE3
15495	Tdark	Enzyme	peptidase	SC11B_HUMAN	P0C7V7
15496	Tbio			SC16B_HUMAN	Q96JE7
15497	Tbio			SC23B_HUMAN	Q15437
15498	Tdark		secretoglobin_family	SC2B2_HUMAN	Q4G0G5
15499	Tbio			SC31A_HUMAN	O94979
15500	Tbio	Transporter	SLC5A_transporter	SC5A3_HUMAN	P53794
15501	Tbio	Transporter	SLC5A_transporter	SC5A5_HUMAN	Q92911
15502	Tchem	Transporter	SLC5A_transporter	SC5A7_HUMAN	Q9GZV3
15503	Tbio	Transporter	SLC5A_transporter	SC5A8_HUMAN	Q8N695
15504	Tchem	Transporter	SLC5A_transporter	SC5AB_HUMAN	Q8WWX8
15505	Tbio			SCAM3_HUMAN	O14828
15506	Tchem	Enzyme		SCD5_HUMAN	Q86SK9
15507	Tbio			SCEL_HUMAN	O95171
15508	Tbio	Transporter	SLC25A_transporter	SCMC1_HUMAN	Q6NUK1
15509	Tdark			SCML1_HUMAN	Q9UN30
15510	Tdark			SCML4_HUMAN	Q8N228
15511	Tbio			SCO2_HUMAN	O43819
15512	Tbio	Enzyme	peptidase	SCRN1_HUMAN	Q12765
15513	Tbio			SDC3_HUMAN	O75056
15514	Tbio		intercrine_alpha_(chemokine CxC)	SDF1_HUMAN	P48061
15515	Tdark			SDF2L_HUMAN	Q9HCN8
15516	Tbio			SEM4D_HUMAN	Q92854
15517	Tbio			SEM6A_HUMAN	Q9H2E6
15518	Tbio	Enzyme	peptidase	SENP7_HUMAN	Q9BQF6
15519	Tbio	Enzyme	peptidase	SENP8_HUMAN	Q96LD8
15520	Tdark			SEP14_HUMAN	Q6ZU15
15521	Tbio			SEPT5_HUMAN	Q99719
15522	Tbio			SEPT8_HUMAN	Q92599
15523	Tdark			SERP2_HUMAN	Q8N6R1
15524	Tbio		serpin_family	SERPH_HUMAN	P50454
15525	Tbio			SESD1_HUMAN	Q86VW0
15526	Tbio			SESN3_HUMAN	P58005
15527	Tbio	Epigenetic		SET1A_HUMAN	O15047
15528	Tbio	TF; Epigenetic	TF	SETB2_HUMAN	Q96T68
15529	Tdark	Epigenetic		SETD5_HUMAN	Q9C0A6
15530	Tchem	Epigenetic		SETD8_HUMAN	Q9NQR1
15531	Tbio		nucleosome_assembly_protein_family	SET_HUMAN	Q01105
15532	Tdark			SFR19_HUMAN	Q9H7N4
15533	Tbio			SFR1_HUMAN	Q86XK3
15534	Tdark			SFSWA_HUMAN	Q12872
15535	Tdark			SFT2B_HUMAN	O95562
15536	Tdark			SFTA2_HUMAN	Q6UW10
15537	Tdark			SFXN1_HUMAN	Q9H9B4
15538	Tbio		secretoglobin_family	SG1D1_HUMAN	O95968
15539	Tbio			SGCA_HUMAN	Q16586
15540	Tbio			SGTB_HUMAN	Q96EQ0
15541	Tbio			SH2B2_HUMAN	O14492
15542	Tbio			SH3B4_HUMAN	Q9P0V3
15543	Tbio			SH3G1_HUMAN	Q99961
15544	Tbio	Enzyme		SH3R2_HUMAN	Q8TEC5
15545	Tbio			SHB_HUMAN	Q15464
15546	Tbio	TF	TF	SALL4_HUMAN	Q9UJQ4
15547	Tdark			SAM14_HUMAN	Q8IZD0
15548	Tbio			SAMD9_HUMAN	Q5K651
15549	Tdark			SAPL1_HUMAN	Q6NUJ1
15550	Tbio			SAP_HUMAN	P07602
15551	Tbio			SAS6_HUMAN	Q6UVJ0
15552	Tbio			SAXO1_HUMAN	Q8IYX7
15553	Tdark			SCAM1_HUMAN	O15126
15554	Tbio			SCAR5_HUMAN	Q6ZMJ2
15555	Tdark			SCC4_HUMAN	Q9Y6X3
15556	Tbio			SCFD1_HUMAN	Q8WVM8
15557	Tbio			SCF_HUMAN	P21583
15558	Tbio	IC	IC	SCN2B_HUMAN	O60939
15559	Tclin	IC	IC	SCN3A_HUMAN	Q9NY46
15560	Tclin	IC	IC	SCNBA_HUMAN	Q9UI33
15561	Tbio			SCND1_HUMAN	P57086
15562	Tdark			SCP2D_HUMAN	Q9UJQ7
15563	Tdark	TF	TF	SCRT1_HUMAN	Q9BWW7
