#virProtID	proteinName
11241	IFN-alpha/beta-receptor-like secreted glycoprotein
11242	bifunctional 21 kDa precursor protein
11243	virion core protein
11244	glutaredoxin
11245	palmytilated EEV membrane protein
11246	bifunctional EEV membrane phosphoglycoprotein/associates with A36R
11247	unknown protein
11248	DNA helicase
11249	early gene transcription factor VETF 82 kDa large subunit
11250	uracil-DNA glycosylase
11251	DNA polymerase
11252	ankyrin-like protein
11253	putative DNA-binding phosphoprotein
11254	alpha-amanitin target protein
11255	late gene transcription factor VLTF-3
11256	ser/thr protein kinase-like protein
11257	virion core-associated protein
11258	putative monoglyceride lipase
11259	bifunctional hydroxysteroid dehydrogenase/deletion attenuates intradermal lesion in VAC-mouse model
11260	unknown protein
11261	IMV surface protein
11262	late 16 kDa putative membrane protein
11263	unknown protein
11264	ankyrin-like protein
11265	bifunctional hemagglutinin/type-I membrane glycoprotein
11266	TNF-alpha-receptor-like protein
11267	precursor p4a of core protein 4a
11268	viral core cysteine proteinase
11269	kelch-like protein
11270	profilin-like protein
11271	early gene transcription factor VETF 70 kDa small subunit
11272	cowpox A-type inclusion protein
11273	tyr/ser protein phosphatase
11274	unknown protein
11275	unknown protein
11276	IMV heparin binding surface protein
11277	unknown protein
11278	unknown protein
11279	EEV type-I membrane glycoprotein
11280	NTPase
11281	bifunctional small subunit of mRNA capping enzyme protein/transcription termination factor VTF
11282	core protein vp8
11283	kelch-like protein
11284	Cu-Zn superoxide dismutase-like protein
11285	bifunctional palmitylprotein/Holliday junction endonuclease
11286	bifunctional zinc finger-like protein/E3 ubiquitin ligase
11287	secreted epidermal growth factor-like protein
11288	unknown protein
11289	ankyrin-like protein
11290	unknown protein
11291	unknown protein
11292	unknown protein
11293	bifunctional DNA-dependent RNA polymerase subunit rpo30/intermediate-gene transcription factor VITF1
11294	topoisomerase type IB
11295	unknown protein
11296	unknown protein
11297	unknown protein
11298	ankyrin-like protein
11299	unknown protein
11300	unknown protein
11301	bifunctional IL-1-beta-inhibitor
11302	DNA-dependent RNA polymerase subunit rpo7
11303	virion structural protein
11304	interleukin-18-binding protein
11305	membrane protein
11306	unknown protein
11307	unknown protein
11308	unknown protein
11309	cowpox A-type inclusion protein
11310	unknown protein
11311	viral DNA polymerase processivity factor
11312	late transcription elongation factor
11313	double-stranded RNA binding protein
11314	unknown protein
11315	unknown protein
11316	DNA-dependent RNA polymerase subunit rpo132
11317	late gene transcription factor VLTF-2
11318	core protein
11319	unknown protein
11320	DNA-dependent RNA polymerase subunit rpo18
11321	unknown protein
11322	sulfhydryl oxidase
11323	unknown protein
11324	putative type-I membrane glycoprotein
11325	cowpox A-type inclusion protein
11326	bifunctional SPI-2/CrmA protein/IL-1 convertase
11327	bifunctional unknown protein/IMV membrane protein undergoes phosphorylation and proteolytic processing
11328	cowpox A-type inclusion protein
11329	ankyrin-like protein
11330	IMV protein VP13
11331	unknown protein
11332	virion core protein
11333	myristylprotein
11334	unknown protein
11335	unknown protein
11336	bifunctional ATPase/nucleoside triphosphate phosphohydrolase-I
11337	ankyrin-like protein
11338	bifunctional secreted glycoprotein/deletion causes more severe lesion and enhanced viral clearance in VAC-mouse skin model
11339	late gene transcription factor VLTF-1
11340	ser/thr kinase
11341	virokine protein
11342	complement control protein
11343	bifunctional subunit of multifunctional poly-A polymerase/cap methyltransferase
11344	unknown protein
11345	unknown protein
11346	unknown protein
11347	insulin metalloproteinase-like protein
11348	IMV surface protein
11349	unknown protein
11350	unknown protein
11351	IV and IMV membrane protein
11352	unknown protein
11353	unknown protein
11354	unknown protein
11355	unknown protein
11356	unknown protein
11357	B15R-like protein
11358	DNA-dependent RNA polymerase subunit rpo19
11359	unknown protein
11360	unknown protein
11361	thymidine kinase
11362	bifunctional unknown protein/involved in S-S bond formation pathway
11363	BTB domain of kelch-like protein
11364	unknown protein
11365	unknown protein
11366	putative membrane protein
11367	unknown protein
11368	RAP94
11369	unknown protein
11370	CD47-like putative membrane protein
11371	kelch-like protein
11372	serine protease inhibitor-like SPI-1 protein
11373	unknown protein
11374	ribonucleotide reductase small subunit
11375	DNA-dependent RNA polymerase subunit rpo147
11376	ankyrin-like protein
11377	p4b precursor of core protein 4b
11378	ssDNA-binding phosphoprotein
11379	unknown protein
11380	unknown protein
11381	6 kDa intracellular viral protein
11382	bifunctional IL-1-beta-inhibitor
11383	IEV transmembrane phosphoprotein
11384	phosphorylated IMV membrane protein
11385	ser/thr kinase
11386	ankyrin-like protein
11387	unknown protein
11388	intermediate gene transcription factor VITF-3 45 kDa large subunit
11389	phospholipase-D-like protein
11390	ribonucleotide reductase protein large subunit
11391	putative membrane-associated glycoprotein
11392	cowpox A-type inclusion protein
11393	unknown protein
11394	bifunctional DNA/RNA-helicase/DExH-NPH-II
11395	TNF-alpha-receptor-like protein
11396	soluble interferon-gamma receptor-like protein
11397	DNA-binding core protein
11398	unknown protein
11399	serine protease inhibitor-like SPI-1 protein
11400	unknown protein
11401	late gene transcription factor VLTF-4
11402	EEV glycoprotein
11403	putative ATPase
11404	chemokine-binding protein
11405	IMV membrane protein
11406	unknown protein
11407	unknown protein
11408	unknown protein
11409	virion core protein
11410	myristylprotein
11411	unknown protein
11412	unknown protein
11413	kelch-like protein
11414	myristylprotein
11415	Toll/IL1-receptor [TIR]-like protein
11416	DNA-dependent RNA polymerase rpo35
11417	unknown protein
11418	transcription factor VITF-3 32 kDa small subunit
11419	dUTPase
11420	bifunctional large subunit of mRNA capping enzyme protein/transcription termination factor VTF
11421	IMV membrane protein
11422	kelch-like protein
11423	DNA-dependent RNA polymerase subunit rpo22
11424	unknown protein
11425	hypothetical protein (gene: D1L)
11426	hypothetical protein (gene: F3R)
11427	hypothetical protein (gene: K7L)
11428	hypothetical protein (gene: J6R)
11429	hypothetical protein (gene: L2R)
11430	hypothetical protein (gene: L5L)
11431	hypothetical protein (gene: C10L)
11432	hypothetical protein (gene: H6R)
11433	hypothetical protein (gene: H2L)
11434	hypothetical protein (gene: A36R)
11435	IL-18 binding protein (gene: D5L)
11436	hypothetical protein (gene: J3R)
11437	hypothetical protein (gene: B6R)
11438	hypothetical protein (gene: O3L)
11439	hypothetical protein (gene: L4R)
11440	hypothetical protein (gene: D11L)
11441	hypothetical protein (gene: B10R)
11442	hypothetical protein (gene: Q1L)
11443	hypothetical protein (gene: G4R)
11444	hypothetical protein (gene: A39_5L)
11445	hypothetical protein (gene: B11R)
11446	hypothetical protein (gene: A29L)
11447	hypothetical protein (gene: M2R)
11448	late transcription factor VLTF-1 (gene: H8R)
11449	hypothetical protein (gene: M1R)
11450	36 kDa major membrane protein (gene: C9L)
11451	hypothetical protein (gene: B25R)
11452	hypothetical protein (gene: F9R)
11453	hypothetical protein (gene: L6R)
11454	Ribonucleoside-diphosphate reductase small chain (gene: C8L)
11455	hypothetical protein (gene: C5L)
11456	hypothetical protein (gene: B5L)
11457	hypothetical protein (gene: A31L)
11458	hypothetical protein (gene: A18R)
11459	interferon resistance protein (gene: C3L)
11460	hypothetical protein (gene: B14R)
11461	hypothetical protein (gene: B20R)
11462	hypothetical protein (gene: A4L)
11463	EEV maturation protein (gene: C16L)
11464	hypothetical protein (gene: A15L)
11465	hypothetical protein (gene: C20L)
11466	hypothetical protein (gene: F5R)
11467	hypothetical protein (gene: A38R)
11468	poxvirus myristoylprotein (gene: H9R)
11469	hypothetical protein (gene: O2L)
11470	hypothetical protein (gene: L1R)
11471	hypothetical protein (gene: A28L)
11472	hypothetical protein (gene: B2L)
11473	hypothetical protein (gene: A41L)
11474	hypothetical protein (gene: B19R)
11475	late transcription factor VLTF-3 (gene: A2L)
11476	hypothetical protein (gene: F4R)
11477	hypothetical protein (gene: D9L)
11478	hypothetical protein (gene: B24R)
11479	hypothetical protein (gene: D6L)
11480	hypothetical protein (gene: A7L)
11481	hypothetical protein (gene: J5R)
11482	hypothetical protein (gene: A5R)
11483	hypothetical protein (gene: D13_5L)
11484	hypothetical protein (gene: A19L)
11485	hypothetical protein (gene: A40_5R)
11486	A-type inclusion body protein (gene: A26L)
11487	hypothetical protein (gene: C19L)
11488	hypothetical protein (gene: C15L)
11489	hypothetical protein (gene: B1R)
11490	S-S bond formation pathway protein (gene: C13L)
11491	chemokine binding protein (gene: G5R)
11492	hypothetical protein (gene: A49L)
11493	RNA helicase NPH-II (gene: K8R)
11494	hypothetical protein (gene: A9L)
11495	hypothetical protein (gene: A52R)
11496	hypothetical protein (gene: A17L)
11497	hypothetical protein (gene: F10R)
11498	hypothetical protein (gene: F7R)
11499	hypothetical protein (gene: A25L)
11500	putative DNA-binding virion core protein (gene: K1L)
11501	hypothetical protein (gene: N2L)
11502	hypothetical protein (gene: D13L)
11503	hypothetical protein (gene: D7L)
11504	IEV and EEV membrane glycoprotein (gene: A37R)
11505	hypothetical protein (gene: B23R)
11506	hypothetical protein (gene: J8R)
11507	hypothetical protein (gene: H5R)
11508	hypothetical protein (gene: A35L)
11509	hypothetical protein (gene: A43R)
11510	hypothetical protein (gene: A33L)
11511	late transcription factor VLTF-2 (gene: A1L)
11512	glutaredoxin-like protein (gene: H4L)
11513	hypothetical protein (gene: B12R)
11514	hypothetical protein (gene: A47R)
11515	hypothetical protein (gene: A6L)
11516	putative virion core protein (gene: H7L)
11517	hypothetical protein (gene: C12L)
11518	putative virulence factor (gene: P1L)
11519	hypothetical protein (gene: M3L)
11520	putative alpha aminitin-sensitive protein (gene: P2L)
11521	hypothetical protein (gene: F1R)
11522	hypothetical protein (gene: B22R)
11523	sulfhydryl oxidase (gene: E10R)
11524	DNA-binding virion core protein (gene: M4R)
11525	ankyin-like protein (gene: O1L)
11526	secreted complement-binding protein (gene: D12L)
11527	hypothetical protein (gene: A21R)
11528	hypothetical protein (gene: M5R)
11529	glutaredoxin (gene: Q2L)
11530	host-range protein (gene: D8L)
11531	transcriptional elongation factor (gene: H3R)
11532	hypothetical protein (gene: J10R)
11533	hypothetical protein (gene: A23R)
11534	unchracterized protein (gene: C4R)
11535	palmytilated EEV membrane glycoprotein (gene: C17L)
11536	hypothetical protein (gene: J7R)
11537	hypothetical protein (gene: F6R)
11538	hypothetical protein (gene: F2L)
11539	hypothetical protein (gene: C7L)
11540	hypothetical protein (gene: B18L)
11541	DNA-binding virion core protein (gene: C21R)
11542	hypothetical protein (gene: C1L)
11543	hypothetical protein (gene: I3L)
11544	semaphorin-like protein (gene: A44R)
11545	hypothetical protein (gene: A27L)
11546	hypothetical protein (gene: J1L)
11547	hypothetical protein (gene: J9R)
11548	hypothetical protein (gene: A51R)
11549	hypothetical protein (gene: F8L)
11550	hypothetical protein (gene: B13R)
11551	hypothetical protein (gene: I7R)
11552	hypothetical protein (gene: C18L)
11553	hypothetical protein (gene: N1L)
11554	hypothetical protein (gene: K5L)
11555	hypothetical protein (gene: J4R)
11556	hypothetical protein (gene: A11R)
11557	RNA polymerase subunit (gene: E4L)
11558	DNA-binding phosphoprotein (gene: K3L)
11559	hypothetical protein (gene: B17R)
11560	serine protease inhibitor-like protein (gene: C2L)
11561	hypothetical protein (gene: A30L)
11562	hypothetical protein (gene: B21R)
11563	Ser/Thr kinase (gene: C14L)
11564	hypothetical protein (gene: B3L)
11565	hypothetical protein (gene: A40R)
11566	hypothetical protein (gene: A10L)
11567	hypothetical protein (gene: K4L)
11568	EEV membrane glycoprotein (gene: B7R)
11569	hypothetical protein (gene: I4L)
11570	late transcription factor VLTF-4 (gene: I5R)
11571	putative metalloprotease (gene: H1L)
11572	double-strand RNA-binding protein (gene: E3L)
11573	hypothetical protein (gene: B4L)
11574	hypothetical protein (gene: A24R)
11575	hypothetical protein (gene: A3L)
11576	poly(A) polymerase small subunit (gene: L3R)
11577	hypothetical protein (gene: N3L)
11578	hypothetical protein (gene: D3L)
11579	hypothetical protein (gene: C11L)
11580	hypothetical protein (gene: A13L)
11581	zinc finger-like protein (gene: D4R)
11582	DNA topoisomerase type I (gene: I6R)
11583	hypothetical protein (gene: A8R)
11584	putative virion core protein (gene: E11L)
11585	hypothetical protein (gene: B8R)
11586	RNA polymerase (gene: H5_5R)
11587	hypothetical protein (gene: A46L)
11588	hypothetical protein (gene: A12L)
11589	hypothetical protein (gene: E8R)
11590	hypothetical protein (gene: D10L)
11591	hypothetical protein (gene: B26R)
11592	IMV membrane protein (gene: K2L)
11593	hypothetical protein (gene: E6R)
11594	poly(A) polymerase large subunit (gene: E1L)
11595	hypothetical protein (gene: A45R)
11596	hypothetical protein (gene: A34R)
11597	hypothetical protein (gene: B9R)
11598	hypothetical protein (gene: J2R)
11599	hypothetical protein (gene: B15R)
11600	hypothetical protein (gene: A14L)
11601	hypothetical protein (gene: B16L)
11602	hypothetical protein (gene: A50L)
11603	epidermal growth factor-like protein (EGF-like protein) (gene: D1L)
11604	hypothetical protein (gene: A2_5L)
11605	hypothetical protein (gene: A48R)
11606	hypothetical protein (gene: E5R)
11607	hypothetical protein (gene: A32L)
11608	dUTPase (gene: C6L)
11609	hypothetical protein (gene: D14L)
11610	hypothetical protein (gene: G3R)
11611	hypothetical protein (gene: A22R)
11612	DNA polymerase (gene: E9L)
11613	semaphorin-like protein (gene: A42R)
11614	hypothetical protein (gene: E2L)
11615	IMV membrane protein (gene: A20L)
11616	hypothetical protein (gene: A39R)
11617	hypothetical protein (gene: K6L)
11618	putative viral membrane protein (gene: I2R)
11619	hypothetical protein (gene: E7R)
11620	hypothetical protein (gene: A16L)
11621	hypothetical protein (gene: I1L)
11622	hypothetical protein (gene: B15R)
11623	late transcription factor VLTF-4 (gene: H5R)
11624	ankyrin-like protein
11625	putative myristoylated protein (gene: E7R)
11626	kelch-like protein (gene: C2L)
11627	poly(A) polymerase large subunit (gene: E1L)
11628	hypothetical protein (gene: A15L)
11629	tyr/ser protein phosphatase (gene: H1L)
11630	Hypothetical protein (gene: G3L)
11631	kelch-like protein (gene: A55R)
11632	DNA-dependent RNA polymerase rpo35 (gene: A29L)
11633	hypothetical protein (gene: E2L)
11634	hypothetical protein (gene: F14.5L)
11635	palmytilated EEV membrane glycoprotein (gene: F13L)
11636	profilin-like protein (gene: A42R)
11637	hypothetical protein (gene: A35R)
11638	Hypothetical protein (gene: I5L)
11639	hypothetical protein
11640	DNA-dependent RNA polymerase subunit rpo147 (gene: J6R)
11641	hypothetical protein (gene: F6L)
11642	DNA topoisomerase type I (gene: H6R)
11643	IMV protein (gene: A30L)
11644	IMV heparin binding surface protein (gene: H3L)
11645	soluble myristylprotein (gene: A16L)
11646	39kDa core protein (gene: A4L)
11647	SPI-2/CrmA inhibits Fas-mediated apoptosis, IL-1 convertase, lipoxygenase pathway (gene: B13R)
11648	IEV transmembrane phosphoprotein (gene: A36R)
11649	hypothetical protein (gene: G6R)
11650	DNA-binding phosphoprotein (gene: I3L)
11651	hemagglutinin (gene: A56R)
11652	hypothetical protein (gene: L3L)
11653	semaphorin-like protein (gene: A39R)
11654	large subunit of mRNA capping enzyme (gene: D1R)
11655	hypothetical protein
11656	serine protease inhibitor-like protein (gene: K2L)
11657	hypothetical protein (gene: B7R)
11658	hypothetical protein
11659	hypothetical protein (gene: A51R)
11660	transcriptional elongation factor (gene: G2R)
11661	RNA polymerase (gene: G5.5R)
11662	ankyin-like protein (gene: M1L)
11663	putative virion core protein (gene: G7L)
11664	chemokine binding protein (gene: C23L)
11665	hypothetical protein (gene: A47L)
11666	putative alpha aminitin-sensitive protein (gene: N2L)
11667	hypothetical protein (gene: B2R)
11668	hypothetical protein
11669	uracil-DNA glycosylase (gene: D4R)
11670	semaphorin-like protein
11671	DNA-dependent RNA polymerase subunit rpo19 (gene: A5R)
11672	putative virion core protein (gene: E11L)
11673	S-S bond formation pathway (gene: A2.5L)
11674	hypothetical protein (gene: A6L)
11675	zinc finger-like protein
11676	late transcription factor VLTF-2 (gene: A1L)
11677	IL-18 binding protein
11678	putative ATPase (gene: A32L)
11679	double-strand RNA-binding protein (gene: E3L)
11680	hypothetical protein (gene: F15L)
11681	IFN-alpha/beta-receptor-like secreted glycoprotein (gene: B19R)
11682	host-range protein (gene: C7L)
11683	secreted complement-binding protein (gene: C3L)
11684	DNA helicase (gene: A18R)
11685	6kDa intracellular viral protein (gene: B9R)
11686	RNA polymerase subunit (gene: E4L)
11687	ankyrin-like protein (gene: K1L)
11688	Hypothetical protein (gene: F8L)
11689	hypothetical protein
11690	thymidine kinase (gene: J2R)
11691	soluble interferon-gamma receptor-like protein (gene: B8R)
11692	S-S bond formation pathway protein (gene: F9L)
11693	viral DNA polymerase processivity factor (gene: A20R)
11694	zinc finger-like; apoptosis
11695	C-type lectin-like type-II membrane protein (gene: A40R)
11696	palmitylprotein (gene: A22R)
11697	CD47-like putative membrane protein (gene: A38L)
11698	virion core protein (gene: D2L)
11699	IMV membrane protein (gene: A13L)
11700	glutaredoxin-like protein (gene: G4L)
11701	p4b precursor of core protein 4b (gene: A3L)
11702	secreted glycoprotein (gene: A41L)
11703	hypothetical protein (gene: C10L)
11704	small subunit of mRNA capping enzyme (gene: D12L)
11705	thymidylate kinase (gene: A48R)
11706	interferon resistance protein (gene: K3L)
11707	hypothetical protein (gene: L5R)
11708	RNA helicase NPH-II (gene: I8R)
11709	hypothetical protein
11710	EEV membrane glycoprotein (gene: B5R)
11711	contains mutT-like motif of NTP-phosphohydrolase for DNA repair (gene: D10R)
11712	ribonucleotide reductase large subunit (gene: I4L)
11713	hypothetical protein (gene: F16L)
11714	ankyrin-like protein
11715	hypothetical protein (gene: A30.5L)
11716	putative viral membrane protein (gene: H2R)
11717	hypothetical protein (gene: E8R)
11718	hypothetical protein (gene: F5L)
11719	rifampicin target (gene: D13L)
11720	late transcription factor VLTF-1 (gene: G8R)
11721	IMV membrane protein (gene: L1R)
11722	sulfhydryl oxidase (gene: E10R)
11723	ankyrin-like protein
11724	IL-beta-binding protein (gene: VACWR-B15R)
11725	hypothetical protein (gene: A37R)
11726	ser/thr kinase (gene: B1R)
11727	hypothetical protein (gene: A11R)
11728	hypothetical protein (gene: C4L)
11729	phosphorylated IMV membrane protein (gene: A14L)
11730	hypothetical protein (gene: C13L)
11731	glutaredoxin (gene: O2L)
11732	hypothetical protein (gene: M2L)
11733	DNA-dependent RNA polymerase subunit rpo22 (gene: J4R)
11734	hypothetical protein (gene: C5L)
11735	unchracterized protein (gene: K7R)
11736	putative monoglyceride lipase
11737	phospholipase-D-like protein (gene: K4L)
11738	ankyrin-like protein (gene: B18R)
11739	virion core protein (gene: D3R)
11740	ankyrin-like protein (gene: C19L)
11741	putative type-I membrane glycoprotein (gene: A43R)
11742	cowpox A-type inclusion protein (gene: A26L)
11743	DNA-binding virion core protein (gene: F17R)
11744	putative monoglyceride lipase
11745	Kelch-like protein (gene: F3L)
11746	guanylate kinase
11747	ankyrin-like protein
11748	45kDa large subunit of intermediate gene transcription factor VITF-3 (gene: A23R)
11749	DNA-binding virion core protein (gene: L4R)
11750	IMV membrane protein (gene: A9L)
11751	inactive Cu-Zn superoxide dismutase-like in virion (gene: A45R)
11752	EEV membrane phosphoglycoprotein (gene: A33R)
11753	late 16kDa putative membrane protein (gene: J5L)
11754	ser/thr protein kinase-like protein (gene: B12R)
11755	32kDa small subunit of transcription factor VITF-3 (gene: A8R)
11756	viral core cysteine proteinase (gene: I7L)
11757	ankyrin-like protein
11758	ankyrin-like protein (gene: B6R)
11759	epidermal growth factor-like protein (EGF-like protein) (gene: C11R)
11760	hypothetical protein (gene: A49R)
11761	Toll/IL-receptor-like protein (gene: A52R)
11762	IMV membrane protein (gene: A17L)
11763	70kDa small subunit of early gene transcription factor VETF (gene: D6R)
11764	hypothetical protein
11765	hypothetical protein
11766	IMV surface protein (gene: A27L)
11767	putative virulence factor (gene: N1L)
11768	hydroxysteroid dehydrogenase (gene: A44L)
11769	hypothetical protein
11770	cowpox A-type inclusion protein
11771	82kDa large subunit of early gene transcription factor VETF (gene: A7L)
11772	RAP94 (gene: H4L)
11773	dUTPase (gene: F2L)
11774	Hypothetical protein (gene: E6R)
11775	NTPase (gene: D5R)
11776	Hypothetical protein (gene: F1L)
11777	serine protease inhibitor-like SPI-1 (gene: C12L)
11778	hypothetical protein (gene: L2R)
11779	zinc finger-like protein
11780	hypothetical protein (gene: A19L)
11781	hypothetical protein (gene: A28L)
11782	virion protein (gene: J1R)
11783	Ser/Thr kinase (gene: F10L)
11784	hypothetical protein
11785	hypothetical protein (gene: F14L)
11786	TNF-alpha-receptor-like protein (gene: C22L)
11787	hypothetical protein (gene: B17L)
11788	Hypothetical protein (gene: C1L)
11789	ankyrin-like protein (gene: B4R)
11790	hypothetical protein
11791	cowpox A-type inclusion protein
11792	hypothetical protein (gene: B11R)
11793	hydrophobic IMV membrane protein (gene: A14.5L)
11794	DNA-dependent RNA polymerase subunit rpo18 (gene: D7R)
11795	secreted TNF-receptor-like protein (gene: A53R)
11796	hypothetical protein (gene: I6L)
11797	ankyrin-like protein (gene: C9L)
11798	IMV membrane protein (gene: A21L)
11799	Hypothetical protein (gene: O1L)
11800	putative monoglyceride lipase (gene: K6L)
11801	hypothetical protein
11802	ribonucleotide reductase small subunit (gene: F4L)
11803	EEV maturation protein (gene: F12L)
11804	TNF-alpha-receptor-like protein
11805	DNA polymerase (gene: E9L)
11806	Hypothetical protein (gene: G5R)
11807	hypothetical protein (gene: C6L)
11808	hypothetical protein (gene: H7R)
11809	A-type inclusion body protein
11810	IEV and EEV membrane glycoprotein (gene: A34R)
11811	cowpox A-type inclusion protein
11812	hypothetical protein (gene: F7L)
11813	poxvirus myristoylprotein (gene: G9R)
11814	Hypothetical protein (gene: E5R)
11815	poly(A) polymerase small subunit (gene: J3R)
11816	Toll/IL1-receptor (gene: A46R)
11817	late transcription factor VLTF-3 (gene: A2L)
11818	contains mutT-like motif of NTP-phosphohydrolase for DNA repair (gene: D9R)
11819	IMV membrane protein (gene: D8L)
11820	putative DNA-binding virion core protein (gene: I1L)
11821	IMV membrane protein (gene: I2L)
11822	hypothetical protein (gene: C8L)
11823	core protein (gene: A12L)
11824	ATPase, nucleoside triphosphate phosphohydrolase-I, NPH-I (gene: D11L)
11825	precursor p4a of core protein 4a (gene: A10L)
11826	hypothetical protein (gene: A31R)
11827	Hypothetical protein (gene: F11L)
11828	ankyrin-like protein
11829	putative metalloprotease (gene: G1L)
11830	ATP-dependent DNA ligase (gene: A50R)
11831	DNA-dependent RNA polymerase subunit rpo132 (gene: A24R)
11832	hypothetical protein
11833	ankyrin-like protein
11834	22.6k putative membrane glycoprotein
11835	18.7k hypothetical protein
11836	23k IMV membrane protein
11837	C-type lectin-like protein
11838	EEV membrane phosphoglycoprotein
11839	24.5k Kelch-like protein
11840	CP77 host range protein f2
11841	Interleukin-18-binding protein
11842	39.5k hypothetical protein
11843	5.5k hypothetical protein
11844	39k core protein
11845	early gene termination factor/Nucleoside triphosphatase I
11846	expressed protein with predicted Mr of 66,700
11847	CP77 Host range protein f1
11848	78.7k Ankyrin repeat protein f3
11849	29.9k hypothetical protein
11850	P4c protein
11851	serine proteinase inhibitor / SPI-2 f1
11852	20k virion core protein.
11853	serine protease inhibitor, SPI-3
11854	8.7k core protein
11855	17.0k hypothetical protein
11856	DNA polymerase
11857	zinc finger-like host defense modulator f1
11858	putative ATPase.
11859	54.4k ankyrin repeat protein f2
11860	Kelch-like protein
11861	thiol oxidoreductase
11862	hypothetical 5.6k protein
11863	8.8k hypothetical protein
11864	Poly(A) polymerase catalytic large subunit
11865	18.9k Kelch-like protein
11866	150k A-type inclusion protein (ATI) f4
11867	24.6k putative hydrolase.
11868	apoptosis inhibitor
11869	3 beta-hydroxysteroid dehydrogenase
11870	IEV membrane protein A36
11871	54.4k ankyrin repeat protein f1
11872	core protein required for morphogenesis
11873	Late transcription factor VLTF-3
11874	Metalloendopeptidase
11875	17.4k hypothetical protein
11876	IMV heparin binding surface protein
11877	soluble myristylprotein
11878	EEV membrane glycoprotein
11879	thymidine kinase
11880	17.5k hypothetical protein
11881	Vaccinia core protein
11882	37.7k hypothetical protein f2
11883	Toll/IL1-receptor signalling interference protein A46
11884	myristylated IMV virion protein
11885	phosphorylated IMV membrane protein
11886	43.5k hypothetical protein
11887	ribonucleotide reductase small subunit
11888	72.4k ankyrin repeat protein f1
11889	CP77 host range protein f3
11890	19k hypothetical protein
11891	vaccinia virus growth factor (VGF)
11892	RNA polymerase subunit rpo22
11893	65.4k Ankyrin repeat protein
11894	Glutaredoxin-1 (Thioltransferase-1)
11895	6.0k ankyrin repeat protein
11896	10.6k virion membrane protein
11897	double-stranded RNA binding protein
11898	ribonucleotide reductase large subunit
11899	7.2k hypothetical protein
11900	inhibitor of TNF-R and TLR signalling
11901	78.7k Ankyrin repeat protein f2
11902	Soluble TNF receptor II precursor f2
11903	38.8k myristylprotein
11904	Semaphorin-like protein f1
11905	essential component of viral fusion complex
11906	putative monoglyceride lipase f2
11907	Toll/IL1-receptor signalling inhibitor
11908	ssDNA/ssRNA binding protein
11909	150k A-type inclusion protein (ATI) f1
11910	36 kDa major membrane protein precursor?
11911	20.8k hypothetical protein
11912	28.8k hypothetical protein
11913	20k virulence determinant
11914	glycosaminoglycan binding membrane protein
11915	poly(A) polymerase small subunit
11916	Uracil-DNA glycosylase
11917	MEK/ERK signalling inhibitor
11918	14.1k putative virion protein
11919	expressed protein with predicted Mr of 79,700
11920	150k A-type inclusion protein (ATI) f3
11921	85.9k hypothetical protein
11922	iActA-like 8k cytoplasmic protein
11923	37.9k hypothetical protein
11924	26.5k hypothetical protein
11925	component of DNA pol processivity factor
11926	45k virosome protein
11927	Component of the poxvirus multiprotein entry-fusion complex
11928	putative monoglyceride lipase f1
11929	putative late transcription elongation factor
11930	8.9k hypothetical protein
11931	inactive superoxide dismutase-like protein in core
11932	8.5k hypothetical protein
11933	zinc finger-like host defense modulator f3
11934	19.0k hypothetical protein
11935	guanylate kinase fragment
11936	Serine/threonine-protein kinase 2
11937	essential putative membrane protein
11938	7.1 k hypothetical protein
11939	9.3 k hypothetical protein
11940	Major core protein P4a precursor
11941	Virion core protein
11942	Host range protein
11943	Haemagglutinin
11944	10k hypothetical protein
11945	putative viral membrane formation protein
11946	9.4k hypothetical protein
11947	72.4k ankyrin repeat protein f2
11948	serine/threonine-protein kinase-like
11949	chemokine binding domain-containing protein
11950	4.8k hypothetical protein
11951	30.0k hypothetical protein
11952	Late transcription factor VLTF-1
11953	viral core cysteine proteinase
11954	serine proteinase inhibitor / SPI-2 f2
11955	27k virion core protein
11956	6k intracellular protein
11957	RNA polymerase subunit rpo18
11958	thymidylate kinase
11959	mRNA destabilisation protein
11960	TNF receptor domain/CrmC
11961	Late transcription factor VLTF-2
11962	transcription termination factor
11963	hydrophobic IV and IMV membrane protein
11964	IV scaffold protein
11965	Glutaredoxin
11966	virion core protein
11967	8.6k hypothetical protein
11968	zinc finger-like host defense modulator f2
11969	ATP-dependent DNA ligase
11970	IMV chondroitin-binding membrane protein
11971	RNA polymerase subunit rpo19
11972	30 kDa secreted glycoprotein
11973	eIF2-a-like PKR inhibitor
11974	RNA polymerase subunit rpo132
11975	Kelch-like protein, modulator of inflammation
11976	secreted interferon gamma receptor
11977	DNA-binding core protein
11978	67.9k ankyrin repeat protein
11979	membrane protein, ass. with IV/IMV and core
11980	7.4k hypothetical protein
11981	150k A-type inclusion protein (ATI) f2
11982	Intermediate transcription factor 3 (VITF-3) small subunit
11983	CD47-like protein
11984	Serin protease inhibitor (serpin) SPI-1
11985	15.1k hypothetical protein
11986	tyr/ser protein phosphatase
11987	IMV entry-fusion complex membrane protein
11988	DNA topoisomerase IB
11989	EEV type 1 membrane protein
11990	CP77 host range protein f5
11991	Interleukin-1 beta receptor
11992	37.3k hypothetical protein f1
11993	Serine/threonine-protein kinase
11994	9.6k hypothetical protein
11995	IMV membrane protein
11996	ssDNA-binding phosphoprotein
